trip_verification,reviews,num_words,review_sentence,Scores,Compound,sentiment
True,"['London', 'Berlin', 'schedule', '21st', 'December.', 'On', 'approach', 'airport,', 'I', 'get', 'message', 'say', 'flight', 'canceled.', 'No', 'explanation', 'given.', 'As', 'I', 'arrive', 'airport,', 'staff', 'act', 'confuse', 'say', 'rerouting', 'center', 'close', 'even', 'issues,', 'I', 'want', 'travel', 'day', 'ahead', 'Christmas', 'I', 'book', 'travel', 'airline', 'train', 'company', '(e.g.', 'Eurostar).', 'My', 'cost', 'reimbursed.', 'The', 'airport', 'staff', 'say', 'help', 'British', 'Airways', 'available', 'day', 'airport', 'issues.', 'I', 'felt', 'way', 'rebook', 'different', 'airline', 'hefty', '+300', 'GBP', 'fare', 'short', 'haul', 'flight', 'day.', 'As', 'Christmas,', 'price', 'high.', 'After', 'I', 'arrive', 'destination,', 'lengthy', 'exchange', 'message', 'British', 'Airways', 'started,', 'British', 'Airways', 'say', 'end', 'compensate', 'cost', 'rerouting', 'different', 'airline', '(opposite', 'airport', 'staff', 'say', 'day', 'cancellation).']",101,"London Berlin schedule 21st December. On approach airport, I get message say flight canceled. No explanation given. As I arrive airport, staff act confuse say rerouting center close even issues, I want travel day ahead Christmas I book travel airline train company (e.g. Eurostar). My cost reimbursed. The airport staff say help British Airways available day airport issues. I felt way rebook different airline hefty +300 GBP fare short haul flight day. As Christmas, price high. After I arrive destination, lengthy exchange message British Airways started, British Airways say end compensate cost rerouting different airline (opposite airport staff say day cancellation).","{'neg': 0.041, 'neu': 0.918, 'pos': 0.04, 'compound': -0.0258}",-0.0258,Negative
True,"['London', 'Mumbai.', 'I', 'battle', 'leadership', 'BA', 'let', 'book', 'seat', 'pay', 'Airmiles.', 'Now', 'finally', 'relent', 'earn', 'Airmiles', 'credit', 'cards.', 'This', 'illustrate', 'I', 'board', 'BA199', 'slightly', 'negative', 'mindset,', 'mindset', 'change', 'quickly.', 'Although', 'I', 'travel', 'Economy,', 'seat', 'comfortable,', 'service', 'excellent,', 'food.', 'If', 'I', 'minor', 'quibble,', 'choice', 'film', 'reduce', 'old.', 'Is', ""BA's"", 'attempt', 'reduce', 'costs,', 'obvious', 'detract', 'overall', 'quality', 'product.', 'I', 'particularly', 'impress', 'trouble', 'cabin', 'staff', 'take', 'warn', 'single-use', 'plastic', '(e.g.', 'water', 'bottles,', 'duty-free', 'carrier', 'bags)', 'terminal', 'result', 'stiff', 'fine.', 'Having', 'grumpy', 'aspect', ""BA's"", 'service', 'past,', 'I', 'write', 'leadership', 'thank', 'improvements.']",87,"London Mumbai. I battle leadership BA let book seat pay Airmiles. Now finally relent earn Airmiles credit cards. This illustrate I board BA199 slightly negative mindset, mindset change quickly. Although I travel Economy, seat comfortable, service excellent, food. If I minor quibble, choice film reduce old. Is BA's attempt reduce costs, obvious detract overall quality product. I particularly impress trouble cabin staff take warn single-use plastic (e.g. water bottles, duty-free carrier bags) terminal result stiff fine. Having grumpy aspect BA's service past, I write leadership thank improvements.","{'neg': 0.118, 'neu': 0.689, 'pos': 0.194, 'compound': 0.8228}",0.8228,Positive
True,"['Athens', 'Los', 'Angeles', 'London.', 'Worst', 'flight', 'experience.', 'I', 'ticket', 'October', 'travel', '1st', 'December.', '24hrs', 'decide', 'cancel', 'flight', 'alternative', 'flight', '3', 'hr', 'later.', 'Athens', 'Los', 'Angeles', 'London', 'day.', 'When', 'arrive', 'London', 'I', 'realize', 'announcement', 'screen', 'flight', 'operated.', 'After', 'I', 'hear', 'announcement', 'departure.', 'I', 'check', 'BA', 'information', 'desk', 'confirm', 'flight', '(the', 'cancelled)', 'I', 'ask', 'reply:', 'We', 'find', 'aircraft', '12', 'hr', 'reschedule', 'flight.', 'I', 'send', 'email', 'I', 'response', 'twice:', 'Flight', 'operate', 'rescheduled.', 'I', 'think', 'overbooked', 'flight', 'didnt', 'care', 'it.']",76,Athens Los Angeles London. Worst flight experience. I ticket October travel 1st December. 24hrs decide cancel flight alternative flight 3 hr later. Athens Los Angeles London day. When arrive London I realize announcement screen flight operated. After I hear announcement departure. I check BA information desk confirm flight (the cancelled) I ask reply: We find aircraft 12 hr reschedule flight. I send email I response twice: Flight operate rescheduled. I think overbooked flight didnt care it.,"{'neg': 0.12, 'neu': 0.88, 'pos': 0.0, 'compound': -0.8284}",-0.8284,Negative
True,"['Our', 'return', 'journey', 'Sydney', 'London,', 'approximately', '22', 'hour', 'duration', 'stop', 'Singapore', 'airport,', 'face', 'major', 'issue.', 'We', 'fly', 'economy', 'class', 'year', 'old,', 'inflight', 'entertainment', 'headphone', 'socket', 'wasn’t', 'working.', 'Having', 'pay', '£723', 'year', 'old', 'ticket,', 'inflight', 'entertainment', 'work', 'long', 'flight.', 'Having', 'complain', 'cabin', 'crew', 'best', 'unfortunately', 'socket', 'fixed.', 'We', 'offer', 'seat', '2', 'seat', 'available', 'practical.', 'The', 'cabin', 'crew', 'give', 'First', 'Class', 'goody', 'include', 'bottle', 'champagne', 'inconvenience', 'cause', 'say', 'offer', 'monitory', 'term', '£25.', 'They', 'say', 'contact', 'BA', 'customer', 'service', 'behalf', 'complain', 'expect', 'compensation', 'crew', 'offer', 'us.', 'By', 'time', 'get', 'plane', 'baggage', 'claim,', 'I', 'receive', 'email', 'BA', 'C/S', 'respond', '48', 'hours,', 'did.', 'However,', 'offer', '£20', 'voucher', 'use', 'BA', 'flight.', 'I', 'reply', 'decline', 'say', 'insult', 'originally', 'pay', 'flight', 'explain', 'cabin', 'crew', 'said.', 'I', 'say', 'I', 'intention', 'book', 'foreseeable', 'flight', 'airline', 'eVoucher', 'worthless', 'me.', 'There', 'alternative', 'mean', 'reasoning.', 'The', 'flight', 'basic', 'seat', 'uncomfortable.', 'BA', 'offer', 'WiFi', 'plane', 'try', 'use', 'it,', 'charge', '£4.99', 'hour', 'economy', 'class.']",149,"Our return journey Sydney London, approximately 22 hour duration stop Singapore airport, face major issue. We fly economy class year old, inflight entertainment headphone socket wasn’t working. Having pay £723 year old ticket, inflight entertainment work long flight. Having complain cabin crew best unfortunately socket fixed. We offer seat 2 seat available practical. The cabin crew give First Class goody include bottle champagne inconvenience cause say offer monitory term £25. They say contact BA customer service behalf complain expect compensation crew offer us. By time get plane baggage claim, I receive email BA C/S respond 48 hours, did. However, offer £20 voucher use BA flight. I reply decline say insult originally pay flight explain cabin crew said. I say I intention book foreseeable flight airline eVoucher worthless me. There alternative mean reasoning. The flight basic seat uncomfortable. BA offer WiFi plane try use it, charge £4.99 hour economy class.","{'neg': 0.143, 'neu': 0.785, 'pos': 0.072, 'compound': -0.8271}",-0.8271,Negative
True,"['I', 'fly', 'British', 'Airways', 'Leeds', 'Bradford', 'London', 'Heathrow', 'journey', 'home', '(Thailand)', '12th', 'December', '2018.', 'I', 'arrive', 'Leeds', 'Bradford', '3', 'hour', 'early', ""wasn't"", 'queue', 'check-in', 'counter.', 'Check-in', 'process', 'take', 'minute', 'I', 'online', 'check-in,', 'mean', 'I', 'drop', 'luggage.', 'The', 'staff', 'airport', 'friendly', 'helpful.', 'I', 'pas', 'security', 'control', 'wait', 'aircraft.', 'Boarding', 'process', 'mess', ""wasn't"", 'priority', 'board', '(I', 'fly', 'economy)', 'board', 'groups,', 'luckily', 'passenger', 'board', 'rear', 'door', '(as', 'aircraft', 'park', 'remote', 'stand).', 'The', 'aircraft', 'old', 'cabin', 'modern', 'clean.', 'The', 'seat', 'comfortable', 'good', 'wing', 'view.', 'The', 'downside', 'seat', 'second', 'row', 'seat', 'pitch', 'short', '(luckily', 'I', '176m', 'tall', ""wasn't"", 'problem).', 'The', 'aircraft', 'delay', 'slow', 'board', 'process', 'weather', 'condition,', 'crew', 'friendly', 'helpful.', 'The', 'captain', 'announce', 'information', 'flight', 'let', 'passenger', 'know', 'cause', 'delay', 'flight', 'information.', 'As', 'flight', 'depart', 'crew', 'start', 'board', 'service.', 'I', ""didn't"", 'buy', 'food', 'option', 'poor,', 'expensive', 'pay', 'credit', 'cards.', 'It', 'hour', 'flight', 'I', ""didn't"", 'expect', 'service', 'standard.', 'The', 'flight', 'arrive', 'London', 'Heathrow', 'time', 'despite', 'traffic.', 'Overall,', 'flight', 'service', 'crew', 'flight', 'enjoyable', 'improve', 'food', 'board', 'process', 'better.']",161,"I fly British Airways Leeds Bradford London Heathrow journey home (Thailand) 12th December 2018. I arrive Leeds Bradford 3 hour early wasn't queue check-in counter. Check-in process take minute I online check-in, mean I drop luggage. The staff airport friendly helpful. I pas security control wait aircraft. Boarding process mess wasn't priority board (I fly economy) board groups, luckily passenger board rear door (as aircraft park remote stand). The aircraft old cabin modern clean. The seat comfortable good wing view. The downside seat second row seat pitch short (luckily I 176m tall wasn't problem). The aircraft delay slow board process weather condition, crew friendly helpful. The captain announce information flight let passenger know cause delay flight information. As flight depart crew start board service. I didn't buy food option poor, expensive pay credit cards. It hour flight I didn't expect service standard. The flight arrive London Heathrow time despite traffic. Overall, flight service crew flight enjoyable improve food board process better.","{'neg': 0.085, 'neu': 0.711, 'pos': 0.204, 'compound': 0.9726}",0.9726,Positive
False,"['Gatwick', 'Tenerife.', 'This', 'aircraft', 'need', 'refit', 'need', 'retiring!', 'G-MEDK', 'far', 'uncomfortable', 'plane', 'I', 'on.', 'I', 'pay', 'extra', 'extra', 'leg', 'room', 'seat', '-', '12A', 'I', 'feel', 'happier', 'knee', 'chin', 'hour', 'flight.', 'I', 'reckon', 'half', 'hour', 'flight', 'total', 'lack', 'pad', 'seat', 'turn', 'flight', 'ordeal.', 'It', 'like', 'sit', 'concrete!', 'I', 'imagine', 'aircraft', 'new', '(2005', 'I', 'believe)', 'leather', 'seat', 'yield', 'comfortable', 'thirteen', 'year', 'backside', 'compress', 'padding,', 'dreadful.', 'I', 'take', 'precaution', 'change', 'seat', 'return', 'sneak', 'seat', 'pad', 'purchase', 'Lanzarote', 'which,', 'couple', 'passenger', 'me,', 'flight', '11F', 'little', 'bearable.', 'Staff', 'fine', 'outward', 'leg', 'little', 'tire', 'time', 'I', 'return', 'night', 'day', 'later.', 'I', 'normally', 'travel', 'Easyjet', 'route', 'occasion,', 'I', 'Avios', 'flight', 'expensive.', 'Easyjet', 'offer', 'trolley', 'run', '1', 'BA', 'flights.', 'With', 'diminish', 'attitude', 'customer', 'welfare,', 'I', 'use', 'BA', 'lengthy', 'flight', 'service', 'comfort', 'offer', 'Easyjet', 'is,', 'experience,', 'far', 'superior.']",129,"Gatwick Tenerife. This aircraft need refit need retiring! G-MEDK far uncomfortable plane I on. I pay extra extra leg room seat - 12A I feel happier knee chin hour flight. I reckon half hour flight total lack pad seat turn flight ordeal. It like sit concrete! I imagine aircraft new (2005 I believe) leather seat yield comfortable thirteen year backside compress padding, dreadful. I take precaution change seat return sneak seat pad purchase Lanzarote which, couple passenger me, flight 11F little bearable. Staff fine outward leg little tire time I return night day later. I normally travel Easyjet route occasion, I Avios flight expensive. Easyjet offer trolley run 1 BA flights. With diminish attitude customer welfare, I use BA lengthy flight service comfort offer Easyjet is, experience, far superior.","{'neg': 0.069, 'neu': 0.8, 'pos': 0.131, 'compound': 0.845}",0.845,Positive
True,"['Booked', 'flight', 'Expedia', 'June', '21019', 'Denver', 'Paris', 'London', 'promise', 'I', 'upgrade', 'Avios.', 'After', 'book', 'flight', 'try', 'upgrade,', 'notify', 'I', 'upgrade', 'flight', 'I', 'purchase', 'ticket,', 'pay', '$250', 'early', 'seat', 'selection', 'flights,', 'buy', 'plane,', 'notify', 'seat', 'change', 'plane', 'explanation,', '-', 'find', 'give', 'seats,', 'I', 'pay', 'extra', 'for,', 'party.', 'Could', 'request', 'refund,', ""wouldn't"", 'honor', 'sell', 'place.', 'They', 'honor', 'refund', 'either.', 'Then', 'I', 'ill', 'choose', 'refund', 'fare', '$3380', 'plus', 'pay', 'upgrades.']",67,"Booked flight Expedia June 21019 Denver Paris London promise I upgrade Avios. After book flight try upgrade, notify I upgrade flight I purchase ticket, pay $250 early seat selection flights, buy plane, notify seat change plane explanation, - find give seats, I pay extra for, party. Could request refund, wouldn't honor sell place. They honor refund either. Then I ill choose refund fare $3380 plus pay upgrades.","{'neg': 0.174, 'neu': 0.754, 'pos': 0.071, 'compound': -0.6435}",-0.6435,Negative
True,"['Johannesburg', 'London.', 'I', 'bulkhead', 'seat', 'upper', 'deck.', 'The', 'advantage', 'step', 'night.', 'BA', 'configuration', 'seat', 'business', '20', 'years,', 'time', 'step', 'game', 'want', 'people', 'fly', 'them.', 'The', 'business', 'class', 'seat', 'wider', 'premium', 'economy', 'seat,', 'difference', 'go', 'bed.', 'There', 'room', 'glass', 'take', 'table.', 'As', 'late', 'flight', '(10pm),', 'crew', 'decide', 'offer', 'pre-dinner', 'drinks.', 'I', 'order', 'quick', 'meal', 'option', 'order', 'sleep.', 'Big', 'mistake:', 'appetiser', '(tiny)', 'desert', '(even', 'smaller).', 'I', 'hungry', 'refuse', 'serve', 'main', 'dish', 'reserve', 'crew.', 'The', 'tray', 'remove', 'finishes,', 'get', 'sleep.', 'The', 'crew', 'come', 'breakfast.', 'That', 'flight', 'total', 'disappointment.']",85,"Johannesburg London. I bulkhead seat upper deck. The advantage step night. BA configuration seat business 20 years, time step game want people fly them. The business class seat wider premium economy seat, difference go bed. There room glass take table. As late flight (10pm), crew decide offer pre-dinner drinks. I order quick meal option order sleep. Big mistake: appetiser (tiny) desert (even smaller). I hungry refuse serve main dish reserve crew. The tray remove finishes, get sleep. The crew come breakfast. That flight total disappointment.","{'neg': 0.09, 'neu': 0.873, 'pos': 0.037, 'compound': -0.6808}",-0.6808,Negative
True,"['London', 'Kuala', 'Lumpur.', 'This', 'time', 'fly', 'BA', 'Kuala', 'Lumpur', 'Dreamliner', '787.', 'Was', 'excite', 'trip', 'BA', 'come', 'fly', 'Malaysia', 'stop', 'service', 'years.', 'I', 'pay', 'seat', 'row', 'longer', 'leg', 'room.', 'I', 'absolutely', 'regret', 'disappoint', 'choice.', 'I', 'complaint', 'crew', 'seat', '(30B)', 'sink', 'I', 'felt', 'uncomfortable', 'sit', 'seat', '13', 'hours.', 'Crew', 'offer', 'extra', 'pillow', 'seat', 'it,', ""didn't"", 'help', 'either.', 'The', 'tv', 'screen', '30B', 'work', 'I', ""didn't"", 'watch', 'duration', 'flight.', 'I', 'recommend', 'totally', 'avoid', 'sit', 'row', '30', 'seat', 'close', 'lavatory', 'hear', 'toilet', 'flusing', 'time.', 'This', 'time', 'fly', 'BA', 'aircraft', 'change', 'A380.', 'I', 'dread', 'return', 'flight', 'London.', 'Crews', 'friendly', 'helpful.', 'No', 'fault', 'that.']",97,"London Kuala Lumpur. This time fly BA Kuala Lumpur Dreamliner 787. Was excite trip BA come fly Malaysia stop service years. I pay seat row longer leg room. I absolutely regret disappoint choice. I complaint crew seat (30B) sink I felt uncomfortable sit seat 13 hours. Crew offer extra pillow seat it, didn't help either. The tv screen 30B work I didn't watch duration flight. I recommend totally avoid sit row 30 seat close lavatory hear toilet flusing time. This time fly BA aircraft change A380. I dread return flight London. Crews friendly helpful. No fault that.","{'neg': 0.238, 'neu': 0.66, 'pos': 0.102, 'compound': -0.9104}",-0.9104,Negative
True,"['Los', 'Angeles', 'London', 'Heathrow.', 'Very', 'poor', 'customer', 'service.', 'I', 'check', '3', 'hour', 'prior', 'flight', 'departure', 'ask', 'I', 'aisle', 'seat', 'say', 'no.', 'I', 'ask', 'reply', 'don’t', 'any.', 'In', 'plane', 'place', 'bag', 'staff', 'say', 'sorry', 'sir', 'don’t', 'space', 'underneath', 'seat.', 'They', 'serve', 'dinner', 'say', 'don’t', 'chicken', 'pasta.', 'I', 'tell', 'I', 'don’t', 'like', 'pasta', 'vegetarian', 'food.', 'He', 'say', 'pasta', 'vegetarian.']",57,Los Angeles London Heathrow. Very poor customer service. I check 3 hour prior flight departure ask I aisle seat say no. I ask reply don’t any. In plane place bag staff say sorry sir don’t space underneath seat. They serve dinner say don’t chicken pasta. I tell I don’t like pasta vegetarian food. He say pasta vegetarian.,"{'neg': 0.122, 'neu': 0.833, 'pos': 0.044, 'compound': -0.5256}",-0.5256,Negative
True,"['Our', 'flight', 'Seattle', 'London', 'November', '6th', 'cancel', 'technical', 'problems.', 'After', 'wait', 'airport', '9', 'hour', 'stay', 'line', '4', 'hour', 'BA', 'associate', 'couldn’t', 'find', 'immediate', 'flight.', 'They', 'offer', 'flight', 'arrive', 'London', 'late', 'November', '8th.', 'It', '16', 'hours.', 'Since', 'purpose', 'trip', 'present', 'paper', 'conference', 'November', '8.', 'I', 'miss', 'presentation', 'time', 'arrive.', 'My', 'trip', 'suppose', '4', 'day', 'time', 'arrival', 'I', 'return', 'days.', 'They', 'advise', 'cancel', 'flight', 'promise', 'refund', 'flight', 'ticket', 'expense', 'accommodation', 'late', 'cancel', 'booking.', 'I', 'file', 'claim', 'online', 'base', 'instruction.', 'The', 'customer', 'relation', 'phone', 'number', 'disconnected.', 'In', 'fact', 'automatic', 'voice', 'mail', 'say', '“please', 'don’t', 'chase', 'call”!', 'The', 'website', 'link', 'refer', 'track', 'claim', 'auto', 'message', 'link', 'dose', 'exist.', 'After', '1.5', 'month', 'stressful', 'attempt', 'connect', 'customer', 'relation', 'finally', 'respond', 'email', 'tell', 'go', 'receive', 'refund', 'them.']",120,Our flight Seattle London November 6th cancel technical problems. After wait airport 9 hour stay line 4 hour BA associate couldn’t find immediate flight. They offer flight arrive London late November 8th. It 16 hours. Since purpose trip present paper conference November 8. I miss presentation time arrive. My trip suppose 4 day time arrival I return days. They advise cancel flight promise refund flight ticket expense accommodation late cancel booking. I file claim online base instruction. The customer relation phone number disconnected. In fact automatic voice mail say “please don’t chase call”! The website link refer track claim auto message link dose exist. After 1.5 month stressful attempt connect customer relation finally respond email tell go receive refund them.,"{'neg': 0.112, 'neu': 0.858, 'pos': 0.029, 'compound': -0.8516}",-0.8516,Negative
True,"['Gatwick', 'Barbados.', 'We', 'fly', 'Gatwick', '6th', 'December', '17th', 'Dec.', 'It', 'start', 'newish', '1st', 'Class', 'lounge', 'South', 'terminal.', 'However,', 'walk', 'gate', 'miles.', 'It', '1/2', 'mile', 'walk', 'joke', 'honest.', 'The', 'North', 'terminal,', 'flight', 'operate', 'shorter', 'walk', 'flight,', 'decor', 'layout', 'much,', 'better.', ""I'd"", 'guess', 'BA', 'get', 'offer', 'cheaper', 'deal', 'S.T.', 'My', 'impression', 'badly', '""new""', '1st', 'Class', 'hold', 'up.', 'There', 'scuff', 'mark', 'everywhere.', 'Surface', 'scratches.', 'Bobbles', 'wear', 'seat', 'fabric.', ""It's"", 'probably', '5', 'year', 'use', 'look', 'like', '10.', 'In', 'WC', 'small', 'crack', 'plastic', 'wall', 'brown', 'stains.', 'Needs', 'paint', 'job', 'least.', 'The', 'motley', 'flower', '(That', 'BA', 'remove', 'year', 'ago', 'save', 'costs,', 're-instated)', 'there.', 'They', 'look', 'like', 'pinch', 'graveyard.', 'Much', 'say', 'seat', '""an', 'market', 'business', 'class""', '-', 'true.', 'It', 'true', '1st', 'Class', 'sense', 'Emirates', 'Singapore', 'Airlines', 'offer.', '(I', 'fly', '1st).', 'The', 'food', 'business', 'class', 'quality.', 'More', 'casual', 'din', 'fine', 'dining.', 'Taking', 'meal;', 'start', 'Amuse', 'Bouche.', 'One', 'motley', 'round', 'mozzarella', 'bite', 'cheese.', 'One', 'tomato.', 'One', 'bite', 'green', 'stuff.', 'One', 'straggly', 'piece', 'prosciutto', 'ham.', 'Total', 'cost', '30p.', 'Outstanding!', 'I', 'prosciutto', 'wrap', 'asparagus', 'garlic', 'aioli', 'parmesan.', 'Totally,', 'utterly', 'boring.', 'My', 'wife', 'soup', 'say', 'nice.', 'I', 'jerk', 'Chicken', 'dish.', 'It', 'okay.', 'The', 'glassware', 'chinaware', 'okay.', 'The', 'cutlery', 'poor', 'quality,', 'stuff', ""you'd"", 'expect', 'Pizza', 'Express,', 'stuff', 'Pizza', 'Express', 'better.', 'I', 'accept', 'stick', '1st', 'product', '30', 'year', 'so,', 'BA', 'improve', '""cheap""', 'look', 'premium', 'product.', 'Quality', 'presentation,', 'food,', 'champagne,', 'menu', 'covers.', 'They', 'trumpet', '""superb""', 'Laurent', 'Perrier', 'Grand', 'Siecle', 'champagne,', 'retail', '£120', 'bottle.', 'Its', 'nice,', 'know', 'inferior', 'Airline', '1st', 'Class', 'offer', 'Krug.', '£20', 'bottle', 'more!', 'The', 'alternative', '1st', 'course', 'ghastly', 'ying-yang', 'Club', 'Business', 'Class.', 'The', ""world's"", 'hat', 'Business', 'Class', 'sky.', ""I'm"", 'businessman', 'know', 'I', 'run', 'airline', 'better,', 'quality', 'perspective.', 'From', 'price', 'perspective,', 'bundle', '1st', 'Flight', 'BA', 'holiday,', 'sort', 'work', 'okay-ish.', 'The', 'FAs', 'nice', 'bunch', 'men', 'women.']",281,"Gatwick Barbados. We fly Gatwick 6th December 17th Dec. It start newish 1st Class lounge South terminal. However, walk gate miles. It 1/2 mile walk joke honest. The North terminal, flight operate shorter walk flight, decor layout much, better. I'd guess BA get offer cheaper deal S.T. My impression badly ""new"" 1st Class hold up. There scuff mark everywhere. Surface scratches. Bobbles wear seat fabric. It's probably 5 year use look like 10. In WC small crack plastic wall brown stains. Needs paint job least. The motley flower (That BA remove year ago save costs, re-instated) there. They look like pinch graveyard. Much say seat ""an market business class"" - true. It true 1st Class sense Emirates Singapore Airlines offer. (I fly 1st). The food business class quality. More casual din fine dining. Taking meal; start Amuse Bouche. One motley round mozzarella bite cheese. One tomato. One bite green stuff. One straggly piece prosciutto ham. Total cost 30p. Outstanding! I prosciutto wrap asparagus garlic aioli parmesan. Totally, utterly boring. My wife soup say nice. I jerk Chicken dish. It okay. The glassware chinaware okay. The cutlery poor quality, stuff you'd expect Pizza Express, stuff Pizza Express better. I accept stick 1st product 30 year so, BA improve ""cheap"" look premium product. Quality presentation, food, champagne, menu covers. They trumpet ""superb"" Laurent Perrier Grand Siecle champagne, retail £120 bottle. Its nice, know inferior Airline 1st Class offer Krug. £20 bottle more! The alternative 1st course ghastly ying-yang Club Business Class. The world's hat Business Class sky. I'm businessman know I run airline better, quality perspective. From price perspective, bundle 1st Flight BA holiday, sort work okay-ish. The FAs nice bunch men women.","{'neg': 0.05, 'neu': 0.739, 'pos': 0.211, 'compound': 0.9932}",0.9932,Positive
True,"['Moscow', 'London.', 'Fantastic', 'class', 'service.', 'The', 'Moscow', 'lounge', 'surprisingly', 'good,', 'excellent', 'Runway', 'views.', 'Quick', 'boarding,', 'I', 'escort', 'seat', 'crew.', 'The', 'new', 'First', 'seat', '787-9', 'fleet', 'real', 'upgrade', 'older', 'product.', ""There's"", 'plenty', 'space,', 'cupboard', 'little', 'storage', 'bin', 'addition', 'overhead', 'bin', 'space.', 'The', '23', 'inch', 'flatscreen', 'IFE', 'screen', 'offer', 'brilliant', 'picture', 'quality', 'sound', 'quality', 'excellent', 'thank', 'noise', 'cancel', 'headphones.', 'The', 'dinner', 'menu', 'extensive', 'food', 'fantastic,', 'best', 'airline', 'meal', ""I've"", 'had.', 'Drinks', 'constantly', 'top', 'board', 'arrival.', 'The', 'crew', 'attentive', 'friendly', 'it.', 'A', 'fantastic', 'experience,', ""I'll"", 'look', 'forward', 'opportunity', 'fly', 'cabin.']",87,"Moscow London. Fantastic class service. The Moscow lounge surprisingly good, excellent Runway views. Quick boarding, I escort seat crew. The new First seat 787-9 fleet real upgrade older product. There's plenty space, cupboard little storage bin addition overhead bin space. The 23 inch flatscreen IFE screen offer brilliant picture quality sound quality excellent thank noise cancel headphones. The dinner menu extensive food fantastic, best airline meal I've had. Drinks constantly top board arrival. The crew attentive friendly it. A fantastic experience, I'll look forward opportunity fly cabin.","{'neg': 0.017, 'neu': 0.62, 'pos': 0.363, 'compound': 0.9903}",0.9903,Positive
True,"['Johannesburg', 'London', '.', 'For', 'supper', 'I', 'ask', 'warm', '/', 'hot', 'water', 'milky', 'drink', 'I', ""don't"", 'drink', 'tea', 'coffee', 'health', 'reasons.', 'Given', 'problems.', 'For', 'breakfast', 'I', 'request', 'I', 'refused.', 'I', 'explain', 'I', ""don't"", 'drink', 'tea', 'coffee', 'milk', 'water.""', 'We', ""don't"", 'hot', 'water,', 'I', 'finish', 'serve', 'customers"".', 'That', 'come', 'lady', 'call', 'care', 'unwell', 'passenger.', 'I', 'keep', 'sugar,', 'milk', 'stir', 'stick', 'ask', 'male', 'cabin', 'crew', 'collect', 'tray', 'breakfast', 'warm', 'water,', 'explain', 'I', 'waiting.', 'He', 'say', 'bring', '5', 'second', 'come', 'back.', 'I', 'felt', 'like', 'nuisance,', 'deliberately', 'ignore', 'couldnt', 'bother', 'flight', 'start', 'bumpy', 'preparation', 'landing.']",90,"Johannesburg London . For supper I ask warm / hot water milky drink I don't drink tea coffee health reasons. Given problems. For breakfast I request I refused. I explain I don't drink tea coffee milk water."" We don't hot water, I finish serve customers"". That come lady call care unwell passenger. I keep sugar, milk stir stick ask male cabin crew collect tray breakfast warm water, explain I waiting. He say bring 5 second come back. I felt like nuisance, deliberately ignore couldnt bother flight start bumpy preparation landing.","{'neg': 0.084, 'neu': 0.785, 'pos': 0.131, 'compound': 0.4829}",0.4829,Neutral
True,"['Bridgetown', 'Gatwick.', 'Booked', 'return', 'flight', 'Business/Club', 'Class', '(at', '£1,000+', 'each)', 'find', 'BA', 'want', 'charge', 'extra', '£80', 'choose', 'seats.', 'Awful', 'seat', 'Ying/Yang', 'seat', 'arrange', 'like', 'sardine', 'tin.', 'Poor', 'cabin', 'staff', 'attitude', '-', 'I', 'ask', 'seat', 'bed', 'tell', '""We', 'First', 'class', '-', 'cabin', 'staff', 'that"".', 'I', 'asleep', 'I', 'disturb', 'food/drinks', 'pas', 'serve', 'hatch', '(otherwise', 'know', 'privacy', 'screen)', 'inner', 'seat', '-', 'This', 'happen', '3', 'times,', 'sort', 'sleep', 'deprivation', 'torture.', 'If', 'expect', 'business', 'class', 'level', 'service,', 'ability', 'sleep', 'overnight', 'flight', 'sadly', 'disappointed.']",78,"Bridgetown Gatwick. Booked return flight Business/Club Class (at £1,000+ each) find BA want charge extra £80 choose seats. Awful seat Ying/Yang seat arrange like sardine tin. Poor cabin staff attitude - I ask seat bed tell ""We First class - cabin staff that"". I asleep I disturb food/drinks pas serve hatch (otherwise know privacy screen) inner seat - This happen 3 times, sort sleep deprivation torture. If expect business class level service, ability sleep overnight flight sadly disappointed.","{'neg': 0.242, 'neu': 0.689, 'pos': 0.069, 'compound': -0.946}",-0.946,Negative
True,"['Glasgow', 'New', 'York', 'London.', 'Morning', 'flight', 'GLA', 'LHR', 'ok.', 'I', 'miss', 'complimentary', 'breakfast', 'morning', 'flights!', 'We', 'leave', 'time', 'arrive', 'plenty', 'time', 'connection', 'JFK.', 'On', 'JFK', 'flight', 'service', 'fantastic.', 'The', 'meal', 'nice', 'offer', 'plenty', 'drink', 'flight.', 'We', 'leave', 'arrive', 'time.', 'The', 'seat', 'legroom', 'fine.', 'My', 'mother', 'IFE', ""didn't"", 'work', 'move', 'seat,', 'appreciated.', 'The', 'cabin', 'crew', 'friendly.']",55,"Glasgow New York London. Morning flight GLA LHR ok. I miss complimentary breakfast morning flights! We leave time arrive plenty time connection JFK. On JFK flight service fantastic. The meal nice offer plenty drink flight. We leave arrive time. The seat legroom fine. My mother IFE didn't work move seat, appreciated. The cabin crew friendly.","{'neg': 0.056, 'neu': 0.603, 'pos': 0.341, 'compound': 0.9695}",0.9695,Positive
